scientificName,vernacularName,individualCount,stateProvince,locality,decimalLongitude,decimalLatitude,eventDate,eventTime,year,month,collectionCode,locationID,location
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/15,,"2016","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/17,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/17,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/17,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,9,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/17,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/17,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/18,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/18,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/18,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/18,,"2016","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/19,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,12,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/19,,"2016","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/19,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/20,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/21,,"2016","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/23,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/23,,"2016","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/23,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/23,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,7,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/25,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,8,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/26,,"2016","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/10/26,,"2016","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,7,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/01,,"2016","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/01,,"2016","11",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/01,,"2016","11",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/03,,"2016","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/03,,"2016","11",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,on the road south of Villa Mills,-83.7122,9.53981,2016/11/03,,"2016","11",eBird,"8", Finca Martín Salazar
Myadestes melanops,,7,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/07,,"2016","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,7,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/08,,"2016","11",eBird,"10", Reserva Cloud Bridge
Penelope purpurascens,,8,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/08,,"2016","11",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/10,,"2016","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/10,,"2016","11",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/11,,"2016","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/11/12,,"2016","11",eBird,"10", Reserva Cloud Bridge
Trogon caligatus,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2016/11/14,,"2016","11",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2016/11/14,,"2016","11",eBird,"10", Reserva Cloud Bridge
Trogon caligatus,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2016/11/14,,"2016","11",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2016/12/19,,"2016","12",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/01/26,,"2017","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/01/26,,"2017","1",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/01/26,,"2017","1",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,7,San José,La Chuma,-83.5835,9.4705,2017/01/27,,"2017","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,La Chuma,-83.5835,9.4705,2017/01/27,,"2017","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/01/27,,"2017","1",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,11,San José,San Gerardo de Rivas Perez Zeledon,-83.6013,9.4638,2017/01/27,,"2017","1",eBird,"9", Camino San Gerardo Los Ángeles
Trogon collaris,,2,San José,Termometro - Los Angeles Rivas,-83.5995,9.46289,2017/01/28,,"2017","1",eBird,"9", Camino San Gerardo Los Ángeles
Myadestes melanops,,2,San José,Termometro - Los Angeles Rivas,-83.5995,9.46289,2017/01/28,,"2017","1",eBird,"9", Camino San Gerardo Los Ángeles
Trogon caligatus,,1,San José,Termometro - Los Angeles Rivas,-83.5995,9.46289,2017/01/28,,"2017","1",eBird,"9", Camino San Gerardo Los Ángeles
Pharomachrus mocinno,,2,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/01/28,,"2017","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,6,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/01/28,,"2017","1",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,4,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/01/28,,"2017","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,10,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/01/28,,"2017","1",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/01/28,,"2017","1",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,San Gerardo de Rivas,-83.6026,9.46352,2017/01/29,,"2017","1",eBird,"9", Camino San Gerardo Los Ángeles
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/02/02,,"2017","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Colibrí Feeding Station,-83.5858,9.47008,2017/02/04,,"2017","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,La Chuma,-83.5835,9.4705,2017/02/19,,"2017","2",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,La Chuma,-83.5835,9.4705,2017/02/20,,"2017","2",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,10,Puntarenas,Altamira de Biolley AsoProLA,-83.0092,9.00511,2017/03/10,,"2017","3",eBird,"25", Sendero Asoprola
Myadestes melanops,,1,Puntarenas,Tres Colinas de Potrero Grande,-83.0673,9.12538,2017/03/11,,"2017","3",eBird,"20", Sendero Huacas
Pharomachrus mocinno,,2,San José,Savegre Eco Lodge,-83.8419,9.43034,2017/03/19,,"2017","3",eBird,"1", Finca Esteban Cordero
Pharomachrus mocinno,,2,Puntarenas,"Tres Colinas Town, Cerro Kamuk Trail Start",-83.0678,9.11988,2017/04/19,,"2017","4",eBird,"20", Sendero Huacas
Trogon collaris,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/05/09,,"2017","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/05/09,,"2017","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,9,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/05/09,,"2017","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/05/10,,"2017","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/05/15,,"2017","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,6,San José,CR-San José-Rivas - 9.473x-83.576 - 18 jun. 2017 7:49 PM,-83.5758,9.47266,2017/06/18,,"2017","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,CR-San José-Rivas - 9.473x-83.576 - 18 jun. 2017 7:49 PM,-83.5758,9.47266,2017/06/18,,"2017","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,CR-San José-Rivas - 9.473x-83.576 - 18 jun. 2017 7:49 PM,-83.5758,9.47266,2017/06/18,,"2017","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/03,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/03,,"2017","7",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/03,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,La Chuma,-83.5835,9.4705,2017/07/03,,"2017","7",eBird,"10", Reserva Cloud Bridge
Trogon massena,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/03,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/05,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/06,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/07,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/10,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/11,,"2017","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/11,,"2017","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/13,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/13,,"2017","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/07/14,,"2017","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/14,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/16,,"2017","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/16,,"2017","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/18,,"2017","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/21,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/21,,"2017","7",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,3,Puntarenas,Asoprola,-83.0089,9.00545,2017/07/23,,"2017","7",eBird,"25", Sendero Asoprola
Ortalis cinereiceps,,3,Puntarenas,Asoprola,-83.0089,9.00545,2017/07/23,,"2017","7",eBird,"25", Sendero Asoprola
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/24,,"2017","7",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/24,,"2017","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/24,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/25,,"2017","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/25,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/25,,"2017","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/26,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/28,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/07/31,,"2017","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/01,,"2017","8",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/01,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/02,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/03,,"2017","8",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/04,,"2017","8",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/07,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/09,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/09,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/09,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/11,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/11,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/14,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/14,,"2017","8",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/14,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/17,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/17,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/18,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/24,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/25,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/28,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/28,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,6,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/29,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/29,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/30,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/30,,"2017","8",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/31,,"2017","8",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/08/31,,"2017","8",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/04,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/04,,"2017","9",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/05,,"2017","9",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/06,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/06,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,La Chuma,-83.5835,9.4705,2017/09/07,,"2017","9",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/08,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/11,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/12,,"2017","9",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/12,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/13,,"2017","9",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/14,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/15,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/18,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/19,,"2017","9",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/19,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/20,,"2017","9",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/20,,"2017","9",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/21,,"2017","9",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,5,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/21,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,7,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/21,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/22,,"2017","9",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/25,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/25,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/26,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/27,,"2017","9",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/28,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/28,,"2017","9",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/28,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/09/29,,"2017","9",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/02,,"2017","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/02,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/03,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/04,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/09,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/10,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/12,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/13,,"2017","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/16,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/16,,"2017","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/17,,"2017","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/17,,"2017","10",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/18,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/18,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,PN Chirripó -- Entrance to the park trail,-83.5847,9.46933,2017/10/23,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/23,,"2017","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/24,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/24,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/26,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/27,,"2017","10",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/30,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/30,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/10/31,,"2017","10",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2017/11/01,,"2017","11",eBird,"10", Reserva Cloud Bridge
